-0.58147,-0.57851,-0.57564,-0.57286,-0.57017,-0.56759,-0.56511,-0.56275,-0.5605,-0.55837,-0.55636,-0.55448,-0.55274,-0.55112,-0.54965,-0.54831,-0.54712,-0.54607,-0.54517,-0.54442,-0.54382,-0.54337,-0.54308,-0.54294,-0.54296,-0.54313,-0.54346,-0.54394,-0.54458,-0.54537,-0.54631,-0.5474,-0.54864,-0.55003,-0.55156,-0.55324,-0.55505,-0.557,-0.55909,-0.5613,-0.56363,-0.56609,-0.56866,-0.57134,-0.57413,-0.57702,-0.58,-0.58307,-0.58623,-0.58946,-0.59277,-0.59614,-0.59957,-0.60305,-0.60657,-0.61013,-0.61373,-0.61734,-0.62098,-0.62462,-0.62826,-0.6319,-0.63553,-0.63914,-0.64272,-0.64627,-0.64978,-0.65324,-0.65664,-0.65998,-0.66326,-0.66646,-0.66958,-0.67262,-0.67556,-0.6784,-0.68114,-0.68377,-0.68628,-0.68868,-0.69095,-0.69309,-0.6951,-0.69697,-0.69871,-0.7003,-0.70174,-0.70303,-0.70418,-0.70517,-0.70601,-0.70669,-0.70721,-0.70757,-0.70778,-0.70783,-0.70771,-0.70744,-0.70702,-0.70643,-0.70569,-0.7048,-0.70376,-0.70256,-0.70123,-0.69974,-0.69812,-0.69636,-0.69446,-0.69244,-0.69029,-0.68802,-0.68563,-0.68313,-0.68052,-0.67781,-0.675,-0.6721,-0.66911,-0.66604,-0.6629,-0.65969,-0.65642,-0.65309,-0.64971,-0.64629,-0.64283,-0.63933,-0.63582,-0.63228,-0.62874,-0.62519,-0.62164,-0.61809,-0.61457,-0.61106,-0.60758,-0.60413,-0.60073,-0.59737,-0.59406,-0.59081,-0.58763,-0.58451
-0.47978,-0.47296,-0.46638,-0.46006,-0.454,-0.44821,-0.4427,-0.43747,-0.43255,-0.42793,-0.42363,-0.41965,-0.416,-0.41268,-0.4097,-0.40708,-0.40481,-0.4029,-0.40135,-0.40018,-0.39937,-0.39895,-0.39891,-0.39925,-0.39998,-0.4011,-0.4026,-0.4045,-0.40678,-0.40945,-0.4125,-0.41594,-0.41976,-0.42395,-0.42852,-0.43344,-0.43873,-0.44436,-0.45033,-0.45664,-0.46326,-0.4702,-0.47743,-0.48495,-0.49273,-0.50077,-0.50906,-0.51756,-0.52628,-0.53518,-0.54426,-0.55348,-0.56285,-0.57232,-0.5819,-0.59154,-0.60124,-0.61098,-0.62072,-0.63046,-0.64017,-0.64982,-0.65941,-0.6689,-0.67828,-0.68752,-0.69661,-0.70553,-0.71426,-0.72277,-0.73106,-0.73909,-0.74687,-0.75436,-0.76156,-0.76845,-0.77501,-0.78124,-0.78711,-0.79262,-0.79776,-0.80252,-0.80688,-0.81084,-0.8144,-0.81754,-0.82026,-0.82256,-0.82443,-0.82587,-0.82688,-0.82746,-0.8276,-0.82732,-0.82661,-0.82548,-0.82392,-0.82195,-0.81957,-0.81678,-0.81359,-0.81002,-0.80607,-0.80175,-0.79707,-0.79204,-0.78667,-0.78098,-0.77497,-0.76866,-0.76207,-0.75521,-0.74809,-0.74073,-0.73314,-0.72534,-0.71735,-0.70917,-0.70084,-0.69236,-0.68374,-0.67502,-0.6662,-0.6573,-0.64834,-0.63933,-0.63029,-0.62123,-0.61218,-0.60315,-0.59415,-0.5852,-0.57631,-0.56751,-0.55879,-0.55019,-0.5417,-0.53336,-0.52516,-0.51712,-0.50925,-0.50158,-0.4941,-0.48683
-0.35602,-0.34421,-0.33291,-0.3213,-0.30983,-0.29909,-0.28909,-0.27986,-0.27141,-0.26378,-0.25696,-0.25098,-0.24585,-0.24158,-0.23817,-0.23564,-0.23398,-0.2332,-0.2333,-0.23427,-0.23478,-0.23578,-0.23747,-0.23986,-0.24292,-0.24666,-0.25106,-0.25611,-0.26181,-0.26814,-0.27508,-0.28262,-0.29075,-0.29944,-0.30868,-0.31845,-0.32872,-0.33949,-0.35071,-0.36238,-0.37446,-0.38694,-0.39978,-0.41297,-0.42647,-0.44026,-0.45431,-0.4686,-0.48309,-0.49777,-0.51259,-0.52754,-0.54259,-0.5577,-0.57286,-0.58802,-0.60317,-0.61828,-0.63332,-0.64827,-0.66309,-0.67776,-0.69226,-0.70656,-0.72064,-0.73447,-0.74616,-0.75683,-0.76735,-0.7777,-0.78785,-0.7978,-0.80752,-0.817,-0.82621,-0.83514,-0.84377,-0.85208,-0.86006,-0.8677,-0.87497,-0.88186,-0.88836,-0.89446,-0.90014,-0.90538,-0.91019,-0.91455,-0.91844,-0.92186,-0.9248,-0.92726,-0.92922,-0.93068,-0.93163,-0.93208,-0.93202,-0.93144,-0.93035,-0.92874,-0.9248,-0.91953,-0.91364,-0.90714,-0.90002,-0.89232,-0.88402,-0.87515,-0.86573,-0.85575,-0.84525,-0.83423,-0.82272,-0.81074,-0.7983,-0.78543,-0.77216,-0.7585,-0.74448,-0.73013,-0.71548,-0.70056,-0.68539,-0.67001,-0.65445,-0.63874,-0.62291,-0.60699,-0.59103,-0.57505,-0.55909,-0.54318,-0.52735,-0.51164,-0.49609,-0.48072,-0.46558,-0.45068,-0.43607,-0.42177,-0.40782,-0.39424,-0.38106,-0.36831
-0.1916,-0.17086,-0.15112,-0.13244,-0.11487,-0.098444,-0.083216,-0.069221,-0.056493,-0.045067,-0.034967,-0.026216,-0.018833,-0.012833,-0.0082249,-0.0050155,-0.003206,-0.0027964,-0.0037781,-0.006142,-0.0098745,-0.014958,-0.021371,-0.029091,-0.038087,-0.048331,-0.059788,-0.07242,-0.086192,-0.10106,-0.11337,-0.12589,-0.13923,-0.15335,-0.16821,-0.18378,-0.20001,-0.21688,-0.23433,-0.25233,-0.27084,-0.28981,-0.3092,-0.32898,-0.34909,-0.36949,-0.39015,-0.41102,-0.43207,-0.45324,-0.4745,-0.49582,-0.51715,-0.53845,-0.55969,-0.58084,-0.60185,-0.6227,-0.64335,-0.66377,-0.67974,-0.69488,-0.70991,-0.72482,-0.73959,-0.75419,-0.7686,-0.78281,-0.7968,-0.81054,-0.82401,-0.83719,-0.85008,-0.86264,-0.87486,-0.88673,-0.89822,-0.90932,-0.92001,-0.93028,-0.9401,-0.94947,-0.95837,-0.96677,-0.97467,-0.98205,-0.9889,-0.99519,-1.0009,-1.0061,-1.0106,-1.0146,-1.0179,-1.0206,-1.0226,-1.024,-1.0246,-1.0246,-1.024,-1.0225,-1.0204,-1.0176,-1.014,-1.0097,-1.0046,-0.99884,-0.98867,-0.97725,-0.96498,-0.95187,-0.93793,-0.92319,-0.90764,-0.89131,-0.87423,-0.8564,-0.83786,-0.81864,-0.79877,-0.77829,-0.75722,-0.73562,-0.71352,-0.69096,-0.66801,-0.6447,-0.6211,-0.59725,-0.57321,-0.54904,-0.5248,-0.50054,-0.47634,-0.45225,-0.42833,-0.40465,-0.38127,-0.35824,-0.33377,-0.30828,-0.28342,-0.25926,-0.23586,-0.21328
-0.042811,-0.014234,0.013074,0.039044,0.063611,0.086719,0.10832,0.12836,0.14682,0.16365,0.17883,0.19233,0.20412,0.2142,0.22253,0.2291,0.23389,0.23687,0.23804,0.23736,0.23482,0.2304,0.2241,0.21588,0.20576,0.19371,0.17976,0.1639,0.14617,0.12658,0.10518,0.082017,0.057161,0.030688,0.0086742,-0.014546,-0.038965,-0.064484,-0.090998,-0.11839,-0.14654,-0.17532,-0.20461,-0.23427,-0.26417,-0.29421,-0.32424,-0.35418,-0.38391,-0.41334,-0.4424,-0.47101,-0.49912,-0.5267,-0.5537,-0.58012,-0.60594,-0.62536,-0.64308,-0.66052,-0.6777,-0.69469,-0.7115,-0.7282,-0.7448,-0.76136,-0.7779,-0.79445,-0.81101,-0.82759,-0.8442,-0.86082,-0.87742,-0.89398,-0.91045,-0.92679,-0.94294,-0.95883,-0.97439,-0.98956,-1.0043,-1.0184,-1.0319,-1.0447,-1.0567,-1.0679,-1.0781,-1.0874,-1.0957,-1.1028,-1.1089,-1.1139,-1.1177,-1.1204,-1.1219,-1.1223,-1.1216,-1.1198,-1.117,-1.1131,-1.1083,-1.1025,-1.0959,-1.0884,-1.0801,-1.0711,-1.0614,-1.0509,-1.0398,-1.0254,-1.0078,-0.98952,-0.97045,-0.95064,-0.9301,-0.90882,-0.88682,-0.86408,-0.8406,-0.81639,-0.79144,-0.76576,-0.73935,-0.71224,-0.68444,-0.65598,-0.6269,-0.59724,-0.56705,-0.5364,-0.50535,-0.47399,-0.44239,-0.41065,-0.378,-0.34202,-0.30629,-0.27092,-0.23603,-0.20172,-0.16812,-0.13533,-0.10345,-0.072576
0.05113,0.086401,0.12082,0.15432,0.18682,0.21826,0.24856,0.2776,0.30532,0.33158,0.35629,0.37931,0.40053,0.41981,0.43701,0.452,0.46463,0.47478,0.48232,0.48712,0.48907,0.48807,0.48404,0.47691,0.46666,0.45324,0.43667,0.41698,0.39422,0.36848,0.33986,0.30852,0.2746,0.23829,0.1998,0.15935,0.12387,0.088548,0.05206,0.014632,-0.023514,-0.062159,-0.10109,-0.14011,-0.17903,-0.21768,-0.25591,-0.29358,-0.3306,-0.36688,-0.40236,-0.437,-0.47078,-0.5037,-0.53578,-0.55888,-0.58067,-0.60212,-0.62329,-0.64426,-0.6651,-0.68588,-0.70665,-0.72747,-0.74838,-0.7694,-0.79055,-0.81182,-0.8332,-0.85466,-0.87615,-0.89762,-0.919,-0.9402,-0.96115,-0.98175,-1.0019,-1.0215,-1.0405,-1.0587,-1.0761,-1.0926,-1.1081,-1.1225,-1.1357,-1.1478,-1.1586,-1.1682,-1.1765,-1.1835,-1.1892,-1.1936,-1.1968,-1.1987,-1.1994,-1.1989,-1.1973,-1.1946,-1.1908,-1.186,-1.1802,-1.1735,-1.1659,-1.1575,-1.1481,-1.138,-1.127,-1.1152,-1.1026,-1.0892,-1.0749,-1.0554,-1.0332,-1.0101,-0.98593,-0.96084,-0.9348,-0.90781,-0.87989,-0.85106,-0.82136,-0.7908,-0.75944,-0.72733,-0.6945,-0.66103,-0.62698,-0.59242,-0.55741,-0.52204,-0.48639,-0.45054,-0.41455,-0.37616,-0.33548,-0.29496,-0.25468,-0.2147,-0.17511,-0.13595,-0.097297,-0.059205,-0.021731,0.015066
0.10121,0.14116,0.18081,0.22011,0.25904,0.29755,0.33561,0.37314,0.41007,0.44628,0.48161,0.51586,0.54881,0.58016,0.60961,0.63683,0.66146,0.68314,0.70155,0.71636,0.72728,0.73407,0.73651,0.73445,0.72778,0.71643,0.70037,0.67961,0.65422,0.62428,0.58991,0.55128,0.50861,0.46215,0.41221,0.35916,0.30341,0.25152,0.20232,0.15186,0.10068,0.049309,-0.0017085,-0.051883,-0.10078,-0.14806,-0.19348,-0.2369,-0.27833,-0.31786,-0.35569,-0.39212,-0.42749,-0.46143,-0.48456,-0.50799,-0.53205,-0.55695,-0.58284,-0.60977,-0.63767,-0.6664,-0.69577,-0.72549,-0.75531,-0.78494,-0.81413,-0.84268,-0.87043,-0.8973,-0.92326,-0.9483,-0.97249,-0.99589,-1.0186,-1.0406,-1.062,-1.0827,-1.1028,-1.1221,-1.1405,-1.158,-1.1744,-1.1895,-1.2032,-1.2155,-1.2264,-1.2357,-1.2436,-1.25,-1.2552,-1.2591,-1.2619,-1.2636,-1.2644,-1.2643,-1.2633,-1.2615,-1.2587,-1.2549,-1.2501,-1.2443,-1.2372,-1.229,-1.2195,-1.2086,-1.1964,-1.1829,-1.1681,-1.1519,-1.1345,-1.1158,-1.0931,-1.0649,-1.0353,-1.0045,-0.9725,-0.93935,-0.90518,-0.87011,-0.83424,-0.79774,-0.76073,-0.72339,-0.68584,-0.64823,-0.61068,-0.57328,-0.5361,-0.49918,-0.46253,-0.42612,-0.38723,-0.34614,-0.30522,-0.26441,-0.22365,-0.1829,-0.14215,-0.1014,-0.060672,-0.019996,0.020577,0.060996
0.11931,0.16142,0.2037,0.24614,0.28877,0.33164,0.37479,0.41827,0.4621,0.50626,0.55065,0.59511,0.63938,0.68311,0.72588,0.76715,0.80636,0.8429,0.87613,0.90544,0.93024,0.94999,0.96424,0.97261,0.9748,0.97061,0.95991,0.94266,0.91886,0.88861,0.85205,0.80939,0.7609,0.70692,0.64786,0.58422,0.51656,0.44554,0.38045,0.31753,0.25329,0.18855,0.12409,0.060683,-0.00099534,-0.060372,-0.11702,-0.17067,-0.22123,-0.26877,-0.31355,-0.35592,-0.39288,-0.41861,-0.444,-0.46962,-0.49598,-0.52346,-0.55236,-0.5828,-0.61478,-0.64814,-0.68263,-0.71792,-0.75361,-0.7893,-0.82461,-0.85919,-0.89276,-0.92513,-0.95617,-0.98585,-1.0142,-1.0392,-1.0623,-1.0848,-1.1066,-1.1279,-1.1486,-1.1687,-1.1881,-1.2067,-1.2245,-1.2412,-1.2567,-1.271,-1.2841,-1.2958,-1.3062,-1.3153,-1.3233,-1.3284,-1.3313,-1.3331,-1.3338,-1.3336,-1.3324,-1.3302,-1.3271,-1.3229,-1.3176,-1.3111,-1.3033,-1.2941,-1.2834,-1.2713,-1.2576,-1.2424,-1.2256,-1.2073,-1.1875,-1.1662,-1.1433,-1.1156,-1.0821,-1.047,-1.0104,-0.97252,-0.93341,-0.89327,-0.85229,-0.81071,-0.76876,-0.72672,-0.68484,-0.64334,-0.60244,-0.56229,-0.523,-0.4846,-0.44709,-0.40929,-0.36821,-0.32773,-0.28768,-0.24786,-0.20808,-0.1682,-0.12808,-0.087655,-0.046884,-0.0057658,0.035669,0.077376
0.1218,0.16345,0.20567,0.24858,0.2923,0.33695,0.38259,0.42928,0.47704,0.52583,0.57561,0.62626,0.67763,0.72953,0.78168,0.83374,0.88526,0.93567,0.98429,1.0303,1.0728,1.1108,1.1433,1.1693,1.1879,1.1984,1.2001,1.1928,1.1762,1.1506,1.1162,1.0734,1.0228,0.96504,0.90082,0.83079,0.75562,0.67598,0.59402,0.52314,0.44945,0.37372,0.29684,0.21976,0.14351,0.069083,-0.0026231,-0.070859,-0.1351,-0.1951,-0.25092,-0.30287,-0.33616,-0.3675,-0.39788,-0.42821,-0.4593,-0.49181,-0.52614,-0.56242,-0.60053,-0.64014,-0.68075,-0.72178,-0.76264,-0.80284,-0.84196,-0.87976,-0.91467,-0.94455,-0.97369,-1.0022,-1.0302,-1.0576,-1.0846,-1.111,-1.1366,-1.1613,-1.1848,-1.2071,-1.2279,-1.2472,-1.2651,-1.2815,-1.2967,-1.3109,-1.324,-1.3363,-1.3478,-1.3584,-1.3682,-1.377,-1.3847,-1.3912,-1.3964,-1.4004,-1.3998,-1.3967,-1.3923,-1.3865,-1.3797,-1.3717,-1.3627,-1.3525,-1.341,-1.3282,-1.3138,-1.2976,-1.2796,-1.2595,-1.2374,-1.2133,-1.1872,-1.1592,-1.1236,-1.0839,-1.0427,-1.0004,-0.95702,-0.91293,-0.86833,-0.82347,-0.7786,-0.73396,-0.68978,-0.64629,-0.60368,-0.5621,-0.52164,-0.48232,-0.44412,-0.40279,-0.36117,-0.3203,-0.27999,-0.24005,-0.20031,-0.16062,-0.12088,-0.081005,-0.04096,-0.00070071,0.039809,0.080621
0.11578,0.15571,0.19649,0.23835,0.2815,0.32604,0.37203,0.41945,0.46826,0.51839,0.56979,0.62246,0.6764,0.73165,0.78823,0.84608,0.90506,0.96482,1.0248,1.0843,1.1421,1.1972,1.248,1.2932,1.3314,1.3613,1.3817,1.3918,1.3912,1.3795,1.3567,1.3231,1.2791,1.2253,1.1622,1.0905,1.0109,0.92426,0.83135,0.74496,0.66111,0.57359,0.48366,0.39267,0.30206,0.21318,0.12728,0.045325,-0.031985,-0.10433,-0.17173,-0.22226,-0.26427,-0.30412,-0.34273,-0.38102,-0.41979,-0.45964,-0.50091,-0.54368,-0.58777,-0.63282,-0.67834,-0.72381,-0.76871,-0.81263,-0.84985,-0.88474,-0.91877,-0.95193,-0.98427,-1.0159,-1.0468,-1.077,-1.1065,-1.1351,-1.1627,-1.1891,-1.2141,-1.2377,-1.2598,-1.2803,-1.2994,-1.3172,-1.3338,-1.3492,-1.3637,-1.3771,-1.3896,-1.4011,-1.4115,-1.4206,-1.4285,-1.435,-1.4402,-1.4441,-1.4468,-1.4484,-1.449,-1.4452,-1.4381,-1.4298,-1.4202,-1.4092,-1.3966,-1.3822,-1.3659,-1.3474,-1.3268,-1.304,-1.2789,-1.2517,-1.2224,-1.1912,-1.1569,-1.1135,-1.0686,-1.0226,-0.97581,-0.92849,-0.881,-0.83367,-0.78684,-0.7408,-0.6958,-0.65201,-0.60955,-0.56844,-0.52858,-0.48986,-0.45097,-0.40838,-0.36636,-0.32475,-0.28342,-0.24231,-0.20144,-0.16082,-0.12053,-0.080599,-0.041035,-0.0017797,0.037299,0.0764
